ID;Estado;Cidade;Nome;Categoria;Endereco;Site;Fonte;Telefones;Emails;WhatsApp;Instagram;Facebook;LinkedIn;Distancia (km)
13625;RS;Caxias do Sul;"Estamos aguardando seu contato";OUTROS;"";https://www.grupodiagnose.com.br/contato;serper;"5432238547,5434526081,54992704698";"diagnose@grupodiagnose.com.br,diagnosebento@grupodiagnose.com.br,privacidade@grupodiagnose.com.br";"api.whatsapp.com/send?phone=555432238547,api.whatsapp.com/send?phone=555492704698";"instagram.com/grupodiagnose";"facebook.com/grupodiagnose";"";223
13626;RS;Caxias do Sul;"DIAGNOSE GENETICA";OUTROS;"";https://www.exametoxicologico.com.br/laboratorios/diagnose-genetica-e-biologia-molecular-ltda/;serper;"20983081022,55119458905";"";"wa.me/5511945890504";"";"facebook.com/toxicologiapardini.exametoxicologico";"";223
13627;RS;Caxias do Sul;"Estrutura | conception";OUTROS;"";https://www.conceptionbr.com/esrutura;serper;"5132221725,5435348195";"";"";"instagram.com/conception_br";"facebook.com/conceptionbr";"";223
13631;RS;Caxias do Sul;"Laboratório Diagnose Caxias do Sul tem sua qualidade ...";OUTROS;"";https://www.grupodiagnose.com.br/noticias/laboratorio-diagnose-caxias-do-sul-tem-sua-qualidade-reconhecida;serper;"5432238547,5434526081,54992704698";"diagnose@grupodiagnose.com.br,diagnosebento@grupodiagnose.com.br,privacidade@grupodiagnose.com.br";"api.whatsapp.com/send?phone=555432238547,api.whatsapp.com/send?phone=555492704698";"instagram.com/grupodiagnose";"facebook.com/grupodiagnose";"";223
13632;RS;Caxias do Sul;"Nossas Unidades";OUTROS;"";https://www.alfalaboratorio.com.br/unidades;serper;"5432903000,55543290300,555432903000";"";"api.whatsapp.com/send?phone=555432903000";"instagram.com/vounoalfa";"facebook.com/AlfaLaboratorio";"linkedin.com/company/alfalaboratorio";223
13633;RS;Caxias do Sul;"Andrologia";LABORATORIO_ANDROLOGIA;"";https://materlab.com.br/servicos/andrologia/;serper;"";"";"";"instagram.com/materlab_";"";"linkedin.com/company/mater-lab";223
13636;RS;Caxias do Sul;"Laboratório Alfa - Caxias do Sul";OUTROS;"";https://www.sindicomerciarios.com/laboratorios/;serper;"";"";"";"";"";"";223
13637;RS;Caxias do Sul;"Médico Urologista em Caxias do Sul (RS) - Dr. Leonardo Loss ...";OUTROS;"";https://leonardolossurologia.com.br/;serper;"5432956800,5434195364,54984327510";"";"wa.me/5554996955364";"instagram.com/drleonardoloss,instagram.com/p";"facebook.com/profile.php";"";223
13639;RS;Caxias do Sul;"Diagnose Laboratório de Patologia e Citologia";OUTROS;"";https://www.grupodiagnose.com.br/exames/patologia;serper;"5432238547,5434526081,54992704698";"diagnose@grupodiagnose.com.br,diagnosebento@grupodiagnose.com.br,privacidade@grupodiagnose.com.br";"api.whatsapp.com/send?phone=555432238547,api.whatsapp.com/send?phone=555492704698";"instagram.com/grupodiagnose";"facebook.com/grupodiagnose";"";223
13647;RS;Caxias do Sul;"iNova Patologia Molecular";OUTROS;"";https://www.grupodiagnose.com.br/exames/inova;serper;"5432238547,5434526081,54992704698";"diagnose@grupodiagnose.com.br,diagnosebento@grupodiagnose.com.br,privacidade@grupodiagnose.com.br";"api.whatsapp.com/send?phone=555432238547,api.whatsapp.com/send?phone=555492704698";"instagram.com/grupodiagnose";"facebook.com/grupodiagnose";"";223
13648;RS;Caxias do Sul;"MicroLab Caxias do Sul";OUTROS;"";https://www.microlabcaxias.com.br/;serper;"5432235362,54999716037,555432235362";"contato@microlabcaxias.com.br";"api.whatsapp.com/send?phone=5554999716037";"instagram.com/microlab_laboratorio";"facebook.com/microlabcaxias";"linkedin.com/in/microlab-laborat";223
13649;RS;Caxias do Sul;"ICAP - Caxias do Sul";OUTROS;"";https://www.patologiaicap.com.br/;serper;"5430271704,5437024903,54999341297";"contato@patologiaicap.com.br";"";"instagram.com/patologiaicap";"facebook.com/patologiaicap";"linkedin.com/company/icap-instituto-de-citologia-e-anatomia-patol";223
13650;RS;Caxias do Sul;"Laboratórios - Coronavírus";OUTROS;"";https://coronavirus.rs.gov.br/laboratorios-covid19;serper;"";"";"";"";"";"";223
13652;RS;Caxias do Sul;"Unidade Caxias do Sul › Laboratórios | Fleury Medicina e ...";OUTROS;"";https://www.weinmann.com.br/unidades/weinmann-caxias-do-sul;serper;"1441969335,55514004308";"";"api.whatsapp.com/send?phone=555140043080";"instagram.com/laboratorioweinmann";"facebook.com/LaboratorioWeinmann";"";223
13654;RS;Caxias do Sul;"Vero Dellaudo - Diagnóstico por Imagem - Exames de ...";OUTROS;"";https://www.verodellaudo.com.br/;serper;"5432032200,55543203220";"ouvidoria@verodellaudo.com.br";"api.whatsapp.com/send?phone=555432032200";"instagram.com/verodellaudo";"facebook.com/verodellaudo";"";223
13656;RS;Caxias do Sul;"Laboratório César Costa";LABORATORIO_ANALISES;"";https://laboratoriocesarcosta.com.br/;serper;"5432214105";"";"";"instagram.com/cesarcostalaboratorio";"";"";223
13657;RS;Caxias do Sul;"CPM Laboratório de Patologia";OUTROS;"";https://labcpm.com/;serper;"5432232959,54991376019,55549913760";"atendimento@labcpm.com";"api.whatsapp.com/send?phone=5554991376019";"instagram.com/labcpm";"facebook.com/labcpm";"";223
13658;RS;Faxinal do Soturno;"Unidade – Faxinal do Soturno - Pró Vida";OUTROS;"";https://grupoprovida.com.br/unidade-faxinal-do-soturno/;serper;"1480765457,61576859000";"";"";"instagram.com/providafaxinaldosoturno";"facebook.com/people";"";327
13659;RS;Faxinal do Soturno;"· Conheça a Equipe Médica do Projeto Maternus ·";REPRODUCAO_HUMANA;"";https://projetomaternus.org/equipe-medica/;serper;"05133300034,5133300034,55519813567";"contato@projetomaternus.org";"api.whatsapp.com/send?phone=5551981356722";"instagram.com/projetomaternus";"facebook.com/projetomaternus";"";327
13665;RS;Faxinal do Soturno;"Poder Judiciário Tribunal de Justiça do Estado do Rio ...";REPRODUCAO_HUMANA;"";https://www.tjrs.jus.br/novo/noticia/reconhecida-maternidade-socioafetiva-de-bebe-concebido-por-inseminacao-artificial-caseira/;serper;"5132106000,5132107565,6739222771";"";"";"instagram.com/tjrsoficial";"facebook.com/tjrsnoticias";"";327
13667;RS;Faxinal do Soturno;"Dra Daianni Barboza - Clínica Fecundar - FIV - Fertilização in ...";REPRODUCAO_HUMANA;"";https://clinicafecundar.com.br/;serper;"49648809072,6635159673,66996865424";"contato@clinicafecundar.com.br";"api.whatsapp.com/send?phone=66996865424,wa.me/5567991066594";"instagram.com/fecundarmedicinareprodutiva,instagram.com/reel";"facebook.com/Fecundar";"";327
13674;RS;Faxinal do Soturno;"Fertilização In Vitro · Lajeado · RS - Dr. Paulo Fagundes";REPRODUCAO_HUMANA;"";https://www.drpaulofagundes.com.br/fertilizacao-in-vitro;serper;"05133211295,05137147575,55519917401";"";"api.whatsapp.com/send?phone=5551991740162,api.whatsapp.com/send?phone=5551997240404";"instagram.com/pauloaugustoperes";"facebook.com/odrpaulofagundes,facebook.com/www.drpaulofagundes";"";327
13676;RS;Faxinal do Soturno;"Notícias | Município de Faxinal do Soturno";OUTROS;"";https://www.faxinaldosoturno.rs.gov.br/midias/noticias/paleontlogos-brasileiros-e-britnicos-identificam-o-mais-antigo-mamfero-da-terra/6319;serper;"";"imprensa@faxinaldosoturno.rs.gov.br";"";"instagram.com/faxinaldosoturnors";"facebook.com/municipiodefaxinaldosoturno";"";327
13680;RS;Faxinal do Soturno;"Clinilab - 03838795000108 Faxinal do Soturno";OUTROS;"";https://cnpj.biz/03838795000108;serper;"";"";"";"";"";"";327
13681;RS;Faxinal do Soturno;"Labvita em Faxinal do Soturno, RS - 03.527.700/0003-99";OUTROS;"";https://www.econodata.com.br/consulta-empresa/03527700000399-laboratorio-de-analises-clinicas-nova-palma-ltda;serper;"03527700000,63564345000,68762475000";"";"";"";"";"";327
13683;RS;Faxinal do Soturno;"CnesWeb - Cadastro Nacional de Estabelecimentos de Saúde";HOSPITAL;"";http://cnes2.datasus.gov.br/Mod_Ind_Especialidades_Listar.asp?VTipo=120&VListar=1&VEstado=43&VMun=&VComp=00&VTerc=00&VServico=120&VClassificacao=&VAmbu=&VAmbuSUS=&VHosp=&VHospSus=;serper;"43009022495,43129052302,43149062953";"";"";"";"";"";327
13685;RS;Faxinal do Soturno;"Laboratório Lennes: Home";OUTROS;"";https://lennes.com.br/;serper;"";"";"";"";"";"";327
13687;RS;Faxinal do Soturno;"Unigen - Identificação pelo DNA";OUTROS;"";https://www.unigen.com.br/?srsltid=AfmBOoqhGKOFO-TjHAPR1qzYxqMqhAFZ3MFJUrSdh3TGfP5gntnOXHyI;serper;"1122811428,11966038461,24376769521";"atendimento@unigen.com.br";"api.whatsapp.com/send?phone=5511959471045,api.whatsapp.com/send?phone=5511966038461";"instagram.com/novaunigen";"facebook.com/novaunigen";"";327
13690;RS;Faxinal do Soturno;"Faxinal do Soturno - Labimed | Laboratório de Análises ...";OUTROS;"";https://www.labimed.com.br/portfolio/faxinal-do-soturno/;serper;"";"";"";"";"";"";327
13695;RS;Faxinal do Soturno;"Exames Toxicológicos Faxinal do Soturno";OUTROS;"";https://www.exametoxicologico.com.br/exames-toxicologicos-rio-grande-do-sul/faxinal-do-soturno/;serper;"5532632289,5532632436,555532632436";"";"wa.me/5511945890504";"";"facebook.com/toxicologiapardini.exametoxicologico";"";327
13699;RS;Faxinal do Soturno;"Secretaria de Saúde | Município de Faxinal do Soturno";OUTROS;"";https://www.faxinaldosoturno.rs.gov.br/secretarias/secretaria-de-saude;serper;"";"imprensa@faxinaldosoturno.rs.gov.br";"";"instagram.com/faxinaldosoturnors";"facebook.com/municipiodefaxinaldosoturno";"";327
13701;RS;Faxinal do Soturno;"CLINILAB - LABORATORIO DE ANALISES CLINICAS LTDA";OUTROS;"";https://empresas.serasaexperian.com.br/consulta-gratis/CLINILAB---LABORATORIO-DE-ANALISES-CLINICAS-LTDA-03838795000108;serper;"29397972722";"";"";"instagram.com/serasa_experian";"facebook.com/serasaexperian";"linkedin.com/company/serasaexperian";327
13703;RS;Faxinal do Soturno;"Unidades de Coleta - Labimed | Laboratório de Análises ...";OUTROS;"";https://www.labimed.com.br/unidades_coleta/;serper;"";"";"";"";"";"";327
13706;PR;Castro;"• Sobre Nós";REPRODUCAO_HUMANA;"";https://vida.com.br/sobre-nos/;serper;"";"";"";"instagram.com/vida.fertgroup";"facebook.com/vidacentrodefertilidade";"linkedin.com/company/10964732";304
13707;PR;Castro;"Médica de Congelamento de Óvulos";REPRODUCAO_HUMANA;"";https://www.drapaulavieira.com.br/Medica-de-Congelamento-de-Ovulos-E;serper;"1130784091,11911224277,55119112242";"";"api.whatsapp.com/send?phone=5511911224277";"instagram.com/drapaulavieira";"facebook.com/drapaulavieira";"linkedin.com/in/drapaulaferreirovieira";304
13708;PR;Castro;"Equipe | Embryo";OUTROS;"";https://www.embryo.med.br/web/equipe/;serper;"4132446461,4132449217,4135246461";"";"";"";"";"";304
13710;PR;Castro;"Arquivo de Reprodução Assistida e Ginecologia";REPRODUCAO_HUMANA;"";https://humanamedicinareprodutiva.com.br/especialidades/reproducao-assistida-e-ginecologia/;serper;"55623946905,556239469050,6239469050";"";"api.whatsapp.com/send?phone=556239469050";"instagram.com/humanamedicinareprodutiva";"facebook.com/humanamedicinareprodutiva";"";304
13711;PR;Castro;"Inseminação Artificial em Castro / PR";OUTROS;"";https://www.clinicaconsulta.com.br/inseminacao-artificial-em-castro-pr;serper;"";"";"";"instagram.com/clinicaconsulta";"";"";304
13714;PR;Castro;"Cenatte amplia investimentos em laboratório de Castro";REPRODUCAO_HUMANA;"";https://www.cenatte.com.br/noticia?id=38&title=Cenatte%20amplia%20investimentos%20em%20laborat%C3%B3rio%20de%20Castro;serper;"3136651090,31998059401";"";"";"";"facebook.com/cenatte.embrioes,facebook.com/pg";"linkedin.com/company/cenatte-embri";304
13716;PR;Castro;"Mês de Conscientização da Infertilidade traz alerta sobre a ...";OUTROS;"";https://www.merckgroup.com/br-pt/company/press/press/20210527-mes_da_infertilidade.html;serper;"";"";"";"instagram.com/merckbrasil";"facebook.com/grupomerckbrasil";"linkedin.com/company/merck-brasil";304
13718;PR;Castro;"Dr. Eduardo de Castro - Especialista em fertilização in vitro ...";REPRODUCAO_HUMANA;"";https://dreduardodecastro.com.br/;serper;"55629842020,62984202021";"";"";"instagram.com/dreduardodecastro";"facebook.com/eduardo.decastro.353";"";304
13720;PR;Castro;"Castro | Laboratório Oscar Pereira";OUTROS;"";https://www.laboscar.com.br/castro;serper;"55429841455,5542984145509";"OUVIDORIA@LABOSCAR.COM.BRPROGRAMAS";"api.whatsapp.com/send?phone=5542984145509";"instagram.com/laboratoriooscar";"facebook.com/LABORATORIOOSCARPEREIRA";"";304
13721;PR;Castro;"Cenatte Embriões anuncia mudança na unidade de Castro ...";OUTROS;"";https://semex.com.br/node/6082;serper;"4732310400";"marketing@semex.com.br";"";"instagram.com/semexbrasil";"facebook.com/SemexBrasil,facebook.com/semexbrasil";"linkedin.com/company/semex-brasil";304
13724;PR;Castro;"Governador anuncia laboratório de biotecnologia do leite e ...";OUTROS;"";https://www.parana.pr.gov.br/aen/Noticia/Governador-anuncia-laboratorio-de-biotecnologia-do-leite-e-solucao-europeia-para-o-agro;serper;"";"";"";"instagram.com/governoparana";"facebook.com/governoparana";"linkedin.com/company/governoparana";304
13725;PR;Castro;"https://www.hemosc.org.br/laboratorios-especializa...";OUTROS;"";https://www.hemosc.org.br/laboratorios-especializados-imuno.html;serper;"";"";"";"";"";"";304
13726;PR;Castro;"Anatomia Patológica";HOSPITAL;"";https://pequenoprincipe.org.br/especialidades/anatomia-patalogica/;serper;"554133101010,554135144141";"areatecnica@cdapp.org.br";"";"instagram.com/hospitalpequenoprincipe";"facebook.com/hospitalpp";"linkedin.com/company/hospitalpequenoprincipe";304
13727;PR;Castro;"Exames Toxicológicos Castro";OUTROS;"";https://www.exametoxicologico.com.br/exames-toxicologicos-parana/castro/;serper;"4232331206,55119458905,554232331206";"";"wa.me/5511945890504";"";"facebook.com/toxicologiapardini.exametoxicologico";"";304
13733;PR;Castro;"Laboratório LACE";LABORATORIO_ANALISES;"";https://www.grupolace.com.br/;serper;"1535324094";"contato@grupolace.com.br";"";"instagram.com/grupolacelaboratorios";"";"";304
13740;PR;Castro;"androlab clínica e laboratório de andrologia";REPRODUCAO_HUMANA;"";https://www.acessomedico.com.br/anunciopessoa/4211/info/androlab-clinica-e-laboratorio-de-andrologia-curitiba.html;serper;"55419987592";"";"api.whatsapp.com/send?phone=5541998759270";"instagram.com/guiaacessomedico";"facebook.com/guiaacessomedico,facebook.com/sharer.php";"linkedin.com/company/acesso-m";304
13741;PR;Castro;"A Clínica – Androcenter – Instituto de Andrologia em Curitiba";LABORATORIO_ANDROLOGIA;"";https://androcenter.com.br/a-clinica/;serper;"10006348127,554130747497,55419997474";"";"api.whatsapp.com/send?phone=5541999747497";"instagram.com/redeandrocenter";"facebook.com/profile.php";"";304
13744;PR;Castro;"Clínica Castromed";OUTROS;"";https://castromed.com.br/;serper;"4232325665,42984063237,55429840632";"";"api.whatsapp.com/send?phone=5542984063237";"instagram.com/clinicacastromed";"facebook.com/clinicacastromed";"";304
13747;PR;Castro;"Laboratório Castro – ao seu lado sempre.";OUTROS;"";https://laboratoriocastro.com.br/;serper;"3132721899,3732721899,37999741899";"contato@laboratoriocastro.com.br";"api.whatsapp.com/send?phone=5537999741899";"instagram.com/lab.castro";"";"";304
13748;PR;Castro;"Centro Radiológico de Castro";OUTROS;"";https://radiologiacastro.com.br/;serper;"4232320843,4232331646";"crc-pr@hotmail.com";"";"";"";"";304
13749;PR;Castro;"Cicastro - Centro de Imagem de Castro";OUTROS;"";https://cicastro.com.br/;serper;"4231251000,42988063061,554231251000";"contato@cicastro.com.br";"api.whatsapp.com/send?phone=5542988063061";"instagram.com/centrodeimagemdecastro";"facebook.com/centrodeimagemdecastro";"";304
13752;PR;Castro;"DIAGNÓSTICO MOLECULAR DA INFERTILIDADE";LABORATORIO_GENETICA;"";https://www.diagnosticosdobrasil.com.br/material-tecnico/diagnostico-molecular-da-infertilidade;serper;"08006430376";"";"";"instagram.com/db.diagnosticos";"facebook.com/db.diagnosticos";"linkedin.com/company/dbdiagnosticos";304
13753;PR;Castro;"Os 3 Melhores Geneticista Moleculars em CASTRO PR";OUTROS;"";https://castro.skylinq.com.br/emprego-geneticista-molecular-categoria-10935.htm;serper;"";"";"";"";"";"";304
13755;PR;Castro;"Lab Santa Rita";OUTROS;"";https://www.labstarita.com.br/;serper;"";"";"";"";"";"";304
13756;PR;Castro;"Castro-PR - LABORATORIO DE ANALISES CLINICAS ...";OUTROS;"";https://www.sodretox.com.br/exame-toxicologico-castro-pr-laboratorio-de-analises-clinicas-oscar-pereira-castropr-cnh-empregado-clt-concurso-publico;serper;"08007778547";"";"";"instagram.com/sodrelaboratorio";"facebook.com/sodrelaboratorio";"";304
13757;PR;Castro;"Unidade Castro - Laboratorio Unimed - Unimed Ponta Grossa";OUTROS;"";https://www.unimedpg.com.br/laboratorio/unidades.php;serper;"55429997104";"";"api.whatsapp.com/send?phone=5542999710440";"instagram.com/unimedpg";"";"linkedin.com/company/unimedpg";304
13758;PR;Jacarezinho;"Os 2 Urologistas mais indicados em Jacarezinho/PR";REPRODUCAO_HUMANA;"";https://www.catalogo.med.br/medicos/urologistas/em-jacarezinho-pr/;serper;"";"";"";"";"";"";472
13759;PR;Jacarezinho;"A realização do ultrassom transvaginal para contagem dos ...";OUTROS;"";https://purgerdiagnostica.com.br/fertilidade-da-mulher-a-realizacao-do-ultrassom-transvaginal-para-contagem-dos-foliculos/;serper;"4335271030,55433527103,554335271030";"contato@purgerdiagnostica.com.br";"wa.me/554335271030";"instagram.com/purgerimagemdiagnostica";"facebook.com/purgerimagemdiagnostica";"";472
13765;PR;Jacarezinho;"Primeiro Ambulatório Médico de Especialidades ...";OUTROS;"";https://www.parana.pr.gov.br/aen/Noticia/Primeiro-Ambulatorio-Medico-de-Especialidades-Universitario-do-Brasil-sera-no-Parana;serper;"";"";"";"instagram.com/governoparana";"facebook.com/governoparana";"linkedin.com/company/governoparana";472
13777;PR;Jacarezinho;"Laboratório Diniz";OUTROS;"";https://www.labdiniz.com.br/;serper;"55439968758";"";"";"";"";"";472
13778;PR;Jacarezinho;"O Laboratório";OUTROS;"";https://www.labdiniz.uniexames.com.br/cms/pagina?id=680;serper;"";"";"";"";"";"";472
13780;PR;Jacarezinho;"Laboratório Martoni";OUTROS;"";https://www.martoni.suportelab.com.br/;serper;"55433525297";"";"wa.me/554335252977";"";"";"";472
13781;PR;Jacarezinho;"Labjac em Jacarezinho, PR - 78.960.929/0001-50";OUTROS;"";https://www.econodata.com.br/consulta-empresa/78960929000150-laboratorio-de-analises-clinicas-jacarezinho-ltda;serper;"60872234000,60885542000,78960929000";"";"";"";"";"";472
13783;PR;Jacarezinho;"Purger Imagem Diagnóstica: Clínica de ultrassonografia";OUTROS;"";https://purgerdiagnostica.com.br/;serper;"4335271030,55433527103,554335271030";"contato@purgerdiagnostica.com.br";"wa.me/554335271030";"instagram.com/purgerimagemdiagnostica";"facebook.com/purgerimagemdiagnostica";"";472
13784;PR;Jacarezinho;"Lab For Life | Medicina Reprodutiva";OUTROS;"";https://labforlife.com.br/;serper;"1139230000,11975974061,55119759740";"";"wa.me/5511975974061";"instagram.com/labforlife.br";"facebook.com/labforlife1000";"";472
13786;PR;Jacarezinho;"São Matheus - Jacarezinho - Suportelab";OUTROS;"";https://www.saomatheus.suportelab.com.br/;serper;"55433525859";"";"wa.me/554335258599";"";"";"";472
13788;PR;Jacarezinho;"Labotario Alphalab em Jacarezinho, PR - 78.031.218/0005 ...";OUTROS;"";https://www.econodata.com.br/consulta-empresa/78031218000524-instituto-apucaranense-de-analises-clinicas-ltda;serper;"63554811000,68636117000,78031218000";"";"";"";"";"";472
13789;PR;Jacarezinho;"Exame Toxicológico - Jacarezinho-PR - Gralab - Cunha Lab";OUTROS;"";https://www.cunhalab.com.br/exame-toxicologico-jacarezinho-pr-laboratorio-alphalab-toxicologico-concurso-toxicologico-cnh-toxicologico-clt-empresa-caged;serper;"";"";"";"";"";"";472
13791;PR;Jacarezinho;"Unigen - Identificação pelo DNA";OUTROS;"";https://www.unigen.com.br/?srsltid=AfmBOooZno8B-FuWRggvjWhz2XyH1pFXGzLfu4AYQZqsKAu0Y-lTFo8J;serper;"1122811428,11966038461,24376769521";"atendimento@unigen.com.br";"api.whatsapp.com/send?phone=5511959471045,api.whatsapp.com/send?phone=5511966038461";"instagram.com/novaunigen";"facebook.com/novaunigen";"";472
13794;PR;Jacarezinho;"Universidade Estadual do Norte do Paraná";LABORATORIO_GENETICA;"";https://collectory.sibbr.gov.br/collectory/public/showInstitution/249;serper;"";"";"";"";"";"";472
13797;PR;Jacarezinho;"AgroGenomics: Página inicial";OUTROS;"";https://agrogenomics.com.br/;serper;"55459980444";"contato@agrogenomics.com.brWhatsap";"api.whatsapp.com/send?phone=5545998044469,wa.me/5545998044469";"instagram.com/agrogenomics,instagram.com/p";"facebook.com/agrogenomics";"linkedin.com/company/agrogenomics";472
13798;PR;Jacarezinho;"Genetech - Laboratorio de Genetica Ltda em Londrina, PR";OUTROS;"";https://www.econodata.com.br/consulta-empresa/03365630000158-genetech-laboratorio-de-genetica-ltda;serper;"03365630000,78297041000,79080099000";"";"";"";"";"";472
13799;PR;Jacarezinho;"Câmara Municipal de Jacarezinho/PR";OUTROS;"";https://www.jacarezinho.pr.leg.br/imprensa/noticias/Noticias/100/2025/723;serper;"";"";"";"";"";"";472
13800;PR;Jacarezinho;"UENP realiza inauguração do laboratório de diagnóstico ...";OUTROS;"";https://uenp.edu.br/noticias/item/3564-uenp-realiza-inauguracao-do-laboratorio-de-diagnostico-molecular;serper;"";"";"";"instagram.com/uenp_oficial";"facebook.com/UENP.Oficial";"";472
13801;PR;Jacarezinho;"Campus de Jacarezinho - Universidade Estadual do Norte ...";OUTROS;"";https://www.uenp.edu.br/cj.html?start=1380;serper;"554335257232";"";"";"instagram.com/uenp_oficial";"facebook.com/UENP.Oficial";"";472
13802;PR;Jacarezinho;"UENP inaugura unidades acadêmicas em Bandeirantes ...";OUTROS;"";https://www.seti.pr.gov.br/Noticia/UENP-inaugura-unidades-academicas-em-Bandeirantes-Cornelio-Procopio-e-Jacarezinho;serper;"4132817300";"";"";"instagram.com/governoparana,instagram.com/parqueuenp";"facebook.com/governoparana,facebook.com/setiparana";"linkedin.com/company/governoparana,linkedin.com/company/setiparana";472
13810;PR;Jacarezinho;"Alphasonic: Atendimento que você sente, tecnologia que você ...";LABORATORIO_ANALISES;"";https://www.alphasonic.com.br/;serper;"41999702424,4340001457,55434000145";"Conoscorh@gruposra.com.br,E-mailmkt@gruposra.com.brTrabalhe,mkt@gruposra.com.br";"";"";"";"";472
13813;PR;Jacarezinho;"LABORATORIO DE ANALISES CLINICAS JACAREZINHO ...";OUTROS;"";https://empresas.serasaexperian.com.br/consulta-gratis/LABORATORIO-DE-ANALISES-CLINICAS-JACAREZINHO-LTDA-ME-78960929000150;serper;"29397972722";"";"";"instagram.com/serasa_experian";"facebook.com/serasaexperian";"linkedin.com/company/serasaexperian";472
13814;PR;Jacarezinho;"Laboratórios em Jacarezinho / PR";LABORATORIO_ANALISES;"";https://jacarezinho.portaldacidade.com/guia-comercial/laboratorios;serper;"";"";"";"";"";"";472
13816;PR;Sarandi;"Valores dos Tratamentos de Reprodução Humana em Maringá";REPRODUCAO_HUMANA;"";https://www.guiasaudecidades.com.br/blog/maringa/tratamento-fertilizacao-in-vitro/valores-dos-tratamentos-de-reproducao-humana-em-maringa-saiba-quanto-custa-realizar-o-sonho-da-parentalidade/;serper;"55449915420";"contato@guiasaudecidades.com.br";"";"instagram.com/guiasaude_cidades";"facebook.com/guiasaudecidades";"";416
13821;PR;Sarandi;"Programa FertiMais: Dando vida aos sonhos";REPRODUCAO_HUMANA;"";https://info.vidabemvinda.com.br/apresentamos-programa-fertimais;serper;"";"";"";"instagram.com/dr.marcelo.rossine,instagram.com/dracarolinakowes";"";"";416
13824;PR;Sarandi;"Rede Própria";OUTROS;"";https://www.humanasaude.com.br/sul/atendimento/rede-propria/;serper;"1532974339";"";"";"instagram.com/humanasaudesul";"facebook.com/humanasaudesul";"";416
13826;PR;Sarandi;"Rede Nacional";OUTROS;"";https://www.humanasaude.com.br/sul/rede-de-atendimento/rede-nacional/;serper;"1532974339";"";"";"instagram.com/humanasaudesul";"facebook.com/humanasaudesul";"";416
13827;PR;Sarandi;"Inseminação Artificial em Sarandi / PR";OUTROS;"";https://www.clinicaconsulta.com.br/inseminacao-artificial-em-sarandi-pr;serper;"";"";"";"instagram.com/clinicaconsulta";"";"";416
13829;PR;Sarandi;"FIV com ICSI Maringá: Conheça a Técnica de ... - Guia Saúde";REPRODUCAO_HUMANA;"";https://www.guiasaudecidades.com.br/fiv-com-icsi-maringa-conheca-a-tecnica-de-reproducao-assistida-para-realizar-o-sonho-da-paternidade/;serper;"55449915420";"contato@guiasaudecidades.com.br";"";"instagram.com/guiasaude_cidades";"facebook.com/guiasaudecidades";"";416
13830;PR;Sarandi;"Os 6 Urologistas mais indicados em Sarandi/PR";OUTROS;"";https://www.catalogo.med.br/medicos/urologistas/em-sarandi-pr/;serper;"";"";"";"";"";"";416
13831;PR;Sarandi;"Laboratório São Luiz - Sarandi";OUTROS;"";https://saoluizlaboratorio.com.br/;serper;"4432642221";"";"";"";"facebook.com/saoluizlaboratorio";"";416
13832;PR;Sarandi;"Laboratorio de Analises Clinicas Sao Luiz, - ,Sarandi - PR,";LABORATORIO_GENETICA;"";https://agendaconvenio.com/unimed/sarandi/laboratorio-de-analises-clinicas-sao-luiz;serper;"2032642221,2087111220,4432642221";"";"wa.me/";"";"";"";416
13842;PR;Sarandi;"Exames - Laboratório Sarandi";OUTROS;"";https://labsarandi.com.br/exames/;serper;"5433611871";"";"";"";"";"";416
13843;PR;Sarandi;"contato@laboratoriosantapaula.com.br";OUTROS;"";https://laboratoriosantapaula.com.br/?cidade=Sarandi;serper;"4432641920,44999871733";"contato@laboratoriosantapaula.com.br";"wa.me/44999871733";"";"";"";416
13845;PR;Sarandi;"Núcleo Diagnostico | Unidades - Núcleo Diagnóstico";OUTROS;"";https://nd.med.br/unidades;serper;"4132448040,4430240400,44997200400";"sac@nd.med.br";"";"instagram.com/ndnucleodiagnostico";"facebook.com/ndnucleodiagnostico";"linkedin.com/company/nd-n";416
13846;PR;Sarandi;"Laboratorio Nd Nucleo Diagnostico em Sarandi, PR";OUTROS;"";https://www.econodata.com.br/consulta-empresa/79696514003018-cedlab-centro-de-diagnostico-laboratorial-ltda;serper;"79696514000,79696514001,79696514003";"";"";"";"";"";416
13849;PR;Sarandi;"Laboratorio - Laboratório Sarandi";LABORATORIO_ANALISES;"";https://labsarandi.com.br/laboratorio/;serper;"5433611871";"";"";"";"";"";416
13854;PR;Sarandi;"Exame Toxicológico - Sarandi-PR - INGAMED COLETA DE ...";OUTROS;"";https://www.cunhalab.com.br/exame-toxicologico-sarandi-pr-ingamed-coleta-de-exames-toxicologico-concurso-toxicologico-cnh-toxicologico-clt-empresa-caged;serper;"";"";"";"";"";"";416
13855;PR;Sarandi;"Centro de Testagem de Sarandi oferece exames para ...";OUTROS;"";http://www.sarandi.pr.gov.br/web/index.php/noticias/item/centro-de-testagem-de-sarandi-oferece-exames-para-diagnostico-e-acompanhamento-para-hepatites-sifilis-e-hiv;serper;"42169789086,84829608430";"web@sarandi.pr.gov.br";"";"";"";"";416
13856;PR;Sarandi;"Laboratório Galli – Laboratório Galli";OUTROS;"";https://gallilab.com.br/;serper;"";"";"";"";"";"";416
